imdbvote,year,runtime,imdb_id,plot,languages,released,title,imdbrating,countries
954671,1998,103,tt0120382,An insurance salesman discovers his whole life is actually a reality TV show.,['English'],1998-06-05,The Truman Show,8.1,['USA']
10426,1997,102,tt0120520,"An impoverished woman who has been forced to choose between a privileged life with her wealthy aunt and her journalist lover, befriends an American heiress. When she discovers the heiress is attracted to her own lover and is dying, she sees a chance to have both the privileged life she cannot give up and the lover she cannot live without.",['English'],1998-03-13,The Wings of the Dove,7.1,"['USA', 'UK']"
3604,1997,97,tt0119723,"In 1923 London, socialite Clarissa Dalloway's (Vanessa Redgrave's) well-planned party is overshadowed by the return of an old suitor she had known thirty-three years earlier.",['English'],1998-02-20,Mrs Dalloway,6.6,"['UK', 'USA', 'Netherlands']"
2664,1996,88,tt0116592,Prep school student Daisy and her European-born grandmother Nana share the sad stories of their lives: Daisy tells Nana of her romance with young Ethan and problems in school because she's ...,['English'],1997-10-31,"I Love You, I Love You Not",5.5,"['UK', 'France', 'Germany', 'USA']"
16359,1997,122,tt0119994,"An American attorney on business in China is wrongfully arrested and put on trial for murder, with a female defense lawyer from the country the only key to proving his innocence.","['English', 'Mandarin']",1997-10-31,Red Corner,6.3,['USA']
108029,1997,124,tt0119395,"An imprisoned I.R.A. fighter is freed to help stop a brutal, seemingly ""faceless"" assassin from completing his next job.","['English', 'Russian']",1997-11-14,The Jackal,6.4,"['USA', 'UK', 'France', 'Germany', 'Japan']"
113606,1997,94,tt0118617,"The last surviving child of the Russian Royal Family joins two con men to reunite with her grandmother, the Dowager Empress, while the undead Rasputin seeks her death.","['English', 'Russian', 'French']",1997-11-21,Anastasia,7.2,['USA']
30767,1997,94,tt0120483,Wallace Ritchie is mistaken for a spy and must stop a plot to assassinate international leaders at a banquet.,['English'],1997-11-14,The Man Who Knew Too Little,6.7,"['USA', 'Germany']"
231568,1997,109,tt0118583,"200 years after her death, Ellen Ripley is revived as a powerful human/alien hybrid clone. Along with a crew of space pirates, she must again battle the deadly aliens and stop them from reaching Earth.",['English'],1997-11-26,Alien: Resurrection,6.2,['USA']
72308,1997,155,tt0118607,"In 1839, the revolt of Mende captives aboard a Spanish owned ship causes a major controversy in the United States when the ship is captured off the coast of Long Island. The courts must decide whether the Mende are slaves or legally free.","['English', 'Mende', 'Spanish', 'Portuguese']",1997-12-25,Amistad,7.3,['USA']
13536,1997,134,tt0118632,"After his happy life spins out of control, a preacher from Texas changes his name, goes to Louisiana and starts preaching on the radio.",['English'],1998-02-20,The Apostle,7.2,['USA']
2024,1997,98,tt0123385,"Artemisia Gentileschi (1593-1653) was one of the first well-known female painters. The movie tells the story of her youth, when she was guided and protected by her father, the painter ...",['French'],1998-05-08,Artemisia,6.6,"['France', 'Italy', 'Germany']"
7797,1997,105,tt0118698,"In 1930s Berlin, a gay Jew is sent to a concentration camp under the Nazi regime.",['English'],1997-11-26,Bent,7.2,"['UK', 'Japan']"
9217,1997,110,tt0118804,The antisocial son of an alcoholic father and a bipolar mother grows up in 1960s Ireland.,['English'],1998-02-20,The Butcher Boy,7.1,"['USA', 'Ireland']"
42991,1997,96,tt0118954,"Suffering from writer's block and eagerly awaiting his writing award, Harry Block remembers events from his past and scenes from his best-selling books as characters, real and fictional, come back to haunt him.","['English', 'Hebrew']",1998-01-02,Deconstructing Harry,7.4,['USA']
85228,1997,93,tt0119137,"An absent-minded professor discovers ""flubber,"" a rubber-like super-bouncy substance.",['English'],1997-11-26,Flubber,5.3,['USA']
10288,1997,115,tt0119142,An unhappily married Manhattan socialite couple flee from the I.R.S. and end up in Amish country where they pretend to be visiting relatives.,['English'],1997-12-12,For Richer or Poorer,5.8,['USA']
873561,1997,126,tt0119217,"Will Hunting, a janitor at M.I.T., has a gift for mathematics, but needs help from a psychologist to find direction in his life.",['English'],1998-01-09,Good Will Hunting,8.3,['USA']
107732,1997,102,tt0119303,"Alex Pruitt, an 8-year-old boy living in Chicago, must fend off international spies who seek a top-secret computer chip in his toy car.","['English', 'Polish']",1997-12-12,Home Alone 3,4.5,['USA']
37081,1997,155,tt0119668,"A visiting city reporter's assignment suddenly revolves around the murder trial of a local millionaire, whom he befriends.","['English', 'French']",1997-11-21,Midnight in the Garden of Good and Evil,6.6,['USA']
52145,1997,98,tt0119715,Two stumblebum inheritors are determined to rid their antique house of a mouse who is equally determined to stay where he is.,['English'],1997-12-19,Mousehunt,6.5,['USA']
159362,1997,120,tt0120082,"Two years after the first series of murders, as Sidney acclimates to college life, someone donning the Ghostface costume begins a new string of killings.",['English'],1997-12-12,Scream 2,6.2,['USA']
208,1997,94,tt0120222,"A botched diamond burglary and a dead publishing company executive set off a string of murders and betrayal in this suspensful, nonstop thriller!",['English'],1997-12-16,Stranger in the House,5.3,['Canada']
32324,1997,112,tt0120255,"A bus crash in a small town brings a lawyer to the town to defend the families, but he discovers that everything is not what it seems.",['English'],1997-11-21,The Sweet Hereafter,7.5,['Canada']
1060049,1997,194,tt0120338,"A seventeen-year-old aristocrat falls in love with a kind but poor artist aboard the luxurious, ill-fated R.M.S. Titanic.","['English', 'Swedish', 'Italian', 'French']",1997-12-19,Titanic,7.8,"['USA', 'Mexico', 'Australia', 'Canada']"
183070,1997,119,tt0120347,James Bond sets out to stop a media mogul's plan to induce war between China and the UK in order to obtain exclusive global media coverage.,"['English', 'German', 'Danish', 'Mandarin', 'Cantonese']",1997-12-19,Tomorrow Never Dies,6.5,"['UK', 'USA']"
69437,1997,177,tt0119925,A nameless drifter dons a postman's uniform and bag of mail as he begins a quest to inspire hope to the survivors living in post-apocalyptic America.,['English'],1997-12-25,The Postman,6.1,['USA']
39262,1998,169,tt0119314,The mother of a severely traumatized daughter enlists the aid of a unique horse trainer to help the girl's equally injured horse.,['English'],1998-05-15,The Horse Whisperer,6.6,['USA']
320519,1997,154,tt0119396,A middle-aged woman finds herself in the middle of a huge conflict that will either make her a profit or cost her life.,['English'],1997-12-25,Jackie Brown,7.5,['USA']
26586,1997,134,tt0119485,"From childhood to adulthood, Tibet's fourteenth Dalai Lama deals with Chinese oppression and other problems.","['English', 'Tibetan', 'Mandarin']",1998-01-16,Kundun,7.0,"['USA', 'Monaco', 'Morocco']"
14478,1997,87,tt0119718,The myopic millionaire defeats jewel smugglers in his usual bumbling manner.,['English'],1997-12-25,Mr. Magoo,4.0,['USA']
742501,1998,117,tt0118715,"Jeff ""The Dude"" Lebowski, mistaken for a millionaire of the same name, seeks restitution for his ruined rug and enlists his bowling buddies to help get it.","['English', 'German', 'Hebrew', 'Spanish']",1998-03-06,The Big Lebowski,8.1,"['USA', 'UK']"
3290,1997,119,tt0118566,A handyman with marital problems meets a housewife with the same.,"['English', 'French']",1998-03-20,Afterglow,6.1,['USA']
8447,1997,88,tt0119590,Ludovic is an innocent seven-year-old child who provokes horror in his community when he dresses in girls clothes and insists he's a girl.,['French'],1997-12-26,Ma vie en rose,7.5,"['Belgium', 'France', 'UK']"
51656,1998,111,tt0119223,Modernization of Charles Dickens' classic story finds the hapless Finn as a painter in New York City pursuing his unrequited and haughty childhood love.,"['English', 'French', 'Portuguese']",1998-01-30,Great Expectations,6.9,['USA']
10680,1998,93,tt0118539,The three unstoppable Ninja brothers fight to save their hero (Hulk Hogan) and Mega Mountain Amusement Park from the vicious kid-hating Medusa (Loni Anderson).,['English'],1998-06-18,3 Ninjas: High Noon at Mega Mountain,2.9,['USA']
14181,1998,93,tt0120820,A student gets his senses enhanced by an experimental drug. But abuse is not an option.,['English'],1998-02-20,Senseless,6.1,['USA']
79658,1997,97,tt0120885,"Shortly before an election, a spin-doctor and a Hollywood producer join efforts to fabricate a war in order to cover up a Presidential sex scandal.","['English', 'Albanian']",1998-01-09,Wag the Dog,7.2,['USA']
189395,1998,100,tt0118929,"A man struggles with memories of his past, which include a wife he cannot remember and a nightmarish world no one else ever seems to wake up from.",['English'],1998-02-27,Dark City,7.6,['Australia']
32452,1998,97,tt0120696,The nephew of an armored-truck driver tries to prevent three million dollars from being taken by a local rival gang during a catastrophic flooding caused by a severe storm.,['English'],1998-01-16,Hard Rain,5.9,"['USA', 'UK', 'Denmark', 'France', 'Japan', 'New Zealand', 'Germany', 'Australia']"
58621,1998,82,tt0120693,The story of three not so bright men who come up with a series of crazy schemes to get a friend out of jail.,"['English', 'Turkish']",1998-01-16,Half Baked,6.7,['USA']
76736,1998,124,tt0119099,"Homicide detective John Hobbes witnesses the execution of serial killer Edgar Reese. Soon after the execution, the killings start again, and they are very similar to Reese's style.","['English', 'Syriac', 'Assyrian Neo-Aramaic']",1998-01-16,Fallen,7.0,['USA']
7335,1997,103,tt0120122,Two con artists' plan to steal enough for a house are twisted when a pretty girl enters the picture.,['English'],1998-05-01,Shooting Fish,6.6,['UK']
27881,1995,99,tt0112913,"This Hong Kong-set crime drama follows the lives of a hitman, hoping to get out of the business, and his elusive female partner.","['Min Nan', 'Japanese', 'English', 'Cantonese', 'Mandarin']",1998-01-30,Fallen Angels,7.7,['Hong Kong']
4606,1997,110,tt0119815,"Brazillian urban guerrilla fighters kidnap the American Ambassador. Now, the diplomat's life hangs in the balance - helplessly caught between a government unwilling to cooperate - and his fear of the captors themselves.","['Portuguese', 'English']",1998-01-30,Four Days in September,7.4,"['Brazil', 'USA']"
33408,1997,93,tt0120185,World famous pop group the Spice Girls zip around London in their luxurious double decker tour bus having various adventures and performing for their fans.,['English'],1998-01-23,Spice World,3.5,['UK']
33798,1998,106,tt0118956,"A group of heavily armed hijackers board a luxury ocean liner in the South Pacific Ocean to loot it, only to do battle with a series of large-sized, tentacled, man-eating sea creatures who had already invaded the ship.","['English', 'Korean']",1998-01-30,Deep Rising,6.1,"['USA', 'Canada']"
4816,1998,104,tt0119734,"A man's search for his one true love, whose birth he assisted in as a five-year-old. Starring Jude Law & Gretchen Mol.",['English'],1998-11-12,Music from Another Room,6.4,['USA']
27212,1998,87,tt0120008,"A troubled hitman seeks aid from a forger to help him get papers to China. However, the drug lord has hired replacements to finish the job, and kill the hitman.","['English', 'Cantonese']",1998-02-06,The Replacement Killers,6.2,['USA']
3274,1998,92,tt0120594,A young woman attempts to end her criminal career. But she needs love to make it.,"['English', 'Italian', 'French']",1999-07-15,B. Monkey,5.9,"['UK', 'USA']"
9743,1997,94,tt0119784,A reporter is on the trail of a vampiric murderer who travels by plane.,['English'],1998-02-06,The Night Flier,6.0,"['USA', 'Italy']"
31804,1998,123,tt0118747,"Elwood must reunite the old band, with a few new members, and go on another ""Mission from God.""","['English', 'Russian']",1998-02-06,Blues Brothers 2000,4.9,['USA']
136470,1998,97,tt0120888,"Robbie, a singer, and Julia, a waitress, are both engaged, but to the wrong people. Fortune intervenes to help them discover each other.",['English'],1998-02-13,The Wedding Singer,6.8,['USA']
100143,1998,134,tt0120184,A spaceship is discovered under three hundred years' worth of coral growth at the bottom of the ocean.,['English'],1998-02-13,Sphere,6.1,['USA']
7587,1998,114,tt0120782,A recently released ex-con gets involved in a fake kidnapping scheme that turns very real.,['English'],1998-02-20,Palmetto,6.1,"['Germany', 'USA']"
278559,1997,139,tt0119822,"A single mother and waitress, a misanthropic author, and a gay artist form an unlikely friendship after the artist is assaulted in a robbery.",['English'],1997-12-25,As Good as It Gets,7.7,['USA']
33085,1990,103,tt0099939,A drug kingpin is released from prison and seeks to take total control of the criminal underworld in order to give back to the community.,['English'],1991-01-05,King of New York,7.0,"['Italy', 'USA']"
10749,1998,94,tt0119594,"A retired detective accepts a simple task, unaware that it will tear open old, forgotten, but deadly wounds.",['English'],1998-03-06,Twilight,6.2,['USA']
97031,1998,131,tt0120873,"U.S. Marshal Samuel Gerard and his team of Marshals are assigned to track down Sheridan, who has been accused of a double-murder.",['English'],1998-03-06,U.S. Marshals,6.6,['USA']
1839,1997,106,tt0120491,A con artist escapes a deal gone wrong in New York and winds up in the Aussie outback in a strange town whose inhabitants are an oddball collection of misfits.,['English'],1998-11-13,Welcome to Woop Woop,5.7,"['Australia', 'UK']"
3800,1997,93,tt0119574,Giles De'Ath (Sir John Hurt) is a widower who doesn't like anything modern. He goes to movies and falls in love with movie star Ronnie Bostock (Jason Priestly). He then investigates ...,['English'],1998-03-06,Love and Death on Long Island,6.9,"['UK', 'Canada']"
3148,1998,44,tt0120661,"An international team of climbers ascends Mt. Everest in the spring of 1996. The film depicts their lengthy preparations for the climb, their trek to the summit, and their successful return...",['English'],1998-03-06,Everest,7.0,['USA']
10904,1998,96,tt0118744,"A couple with jobs and apartment in NYC, decide to move to his mom's farm, get married and have the baby there. They can also make the changes to get a better price for the farm. However, there's something seriously wrong with his mom.",['English'],1998-03-06,Hush,5.5,['USA']
26502,1997,106,tt0120241,A group of youngsters kidnap a respected Mafia figure.,['English'],1998-09-25,Suicide Kings,6.9,['USA']
158216,1998,132,tt0120744,The cruel King Louis XIV of France has a secret twin brother whom he keeps imprisoned. Can the twin be substituted for the real king?,"['English', 'Italian']",1998-03-13,The Man in the Iron Mask,6.5,"['France', 'USA']"
10444,1998,122,tt0120769,"The story of the Newton gang, the most successful bank robbers in history, owing to their good planning and minimal violence.",['English'],1998-03-27,The Newton Boys,6.1,['USA']
109984,1998,108,tt0120890,A police detective uncovers a conspiracy behind a case involving a high-school guidance counselor when accusations of rape are made against him by two female students.,['English'],1998-03-20,Wild Things,6.5,['USA']
14436,1998,91,tt0125454,"Paulie, a talking parrot, recounts his travels looking for his original owner to a Russian janitor who helps him to the end of his journey.","['English', 'Spanish']",1998-04-17,Paulie,6.5,['USA']
2891,1998,97,tt0120642,"Russell, single father balances his work as a lawyer with the care of his five-year-old son, after his wife abandoned them. When she reappears creating turmoil, he must deal with his new love interest and a job opportunity of a lifetime.",['English'],1999-01-29,"A Cool, Dry Place",6.2,['USA']
28190,1997,103,tt0119250,"Nishi leaves the police in the face of harrowing personal and professional difficulties. Spiraling into depression, he makes questionable decisions.",['Japanese'],1998-03-20,Fireworks,7.8,['Japan']
27563,1998,143,tt0119942,A man joins the political campaign of a smooth-operator candidate for President of the U.S.,['English'],1998-03-20,Primary Colors,6.6,"['UK', 'USA', 'France', 'Germany', 'Japan']"
3891,1998,88,tt0120510,A 10-year-old boy goes on a search for God after his grandfather dies.,['English'],1998-03-20,Wide Awake,5.9,['USA']
6817,1997,84,tt0124179,"2 girls wait outside a young actor's door and find out he's had them both as ""only"" girlfriend the last 10 months. They wait inside after breaking in. When Blake comes home he just can't stop lying but they stay.",['English'],1999-01-29,Two Girls and a Guy,5.5,['USA']
18963,1998,111,tt0120772,"A pregnant New York City social worker begins to develop romantic feelings for her gay best friend, and decides she'd rather raise her child with him, much to the dismay of her overbearing boyfriend.",['English'],1998-04-17,The Object of My Affection,6.0,['USA']
4510,1998,102,tt0119305,"3 marijuana farmhands see their boss killed, ending their peaceful existence in NW California. They decide to harvest, process and sell the crop themselves. Crime bosses, corrupt cops, killer pilot, greed etc. ensue.",['English'],1998-04-17,Homegrown,5.8,['USA']
6392,1998,104,tt0119905,A woman must contend with rival strippers and her boss in an attempt to make a legitimate living.,['English'],1998-04-08,The Players Club,5.9,['USA']
3165,1998,76,tt0120598,A talking purple dinosaur leads a group of children on a hunt for a large missing egg.,['English'],1998-04-03,Barney's Great Adventure,3.2,"['Canada', 'USA']"
7678,1997,91,tt0124295,"On his book tour, Michael Moore exposes more wrongdoing by greedy big businesses and callous politicians around America.",['English'],1998-04-10,The Big One,7.0,"['USA', 'UK']"
3128,1997,99,tt0118851,"The story of Hong Kong, from New Year's Day to June 30th, 1997, when the British left their colony and turned it over to the People's Republic of China.","['English', 'Cantonese']",1998-04-17,Chinese Box,6.3,"['France', 'Japan', 'USA']"
69723,1998,130,tt0120738,The Robinson family was going into space to fight for a chance for humanity. Now they are fighting to live long enough to find a way home.,['English'],1998-04-03,Lost in Space,5.2,['USA']
69492,1998,111,tt0120749,Shadowy elements in the NSA target a nine-year old autistic savant for death when he is able to decipher a top secret code.,['English'],1998-04-03,Mercury Rising,6.2,['USA']
22079,1997,110,tt0120176,An employee of a corporation with a lucrative secret process is tempted to betray it. But there's more to it than that.,['English'],1998-05-15,The Spanish Prisoner,7.1,['USA']
114621,1998,114,tt0120632,"An angel on Earth, a doctor unable to believe, a patient with a secret, a love story made in Heaven.",['English'],1998-04-10,City of Angels,6.7,"['USA', 'Germany']"
12318,1998,113,tt0120728,"Story of two female Manhattan book editors fresh out of college, both finding love and themselves while frequenting the local disco.",['English'],1998-06-12,The Last Days of Disco,6.7,['USA']
9322,1998,97,tt0120773,Oscar and Felix take a road trip to their son and daughter's wedding.,"['English', 'Spanish']",1998-04-10,The Odd Couple II,6.5,['USA']
6592,1998,103,tt0120765,"Billy Crystal plays a Hollywood agent who stumbles upon Max, a giant living in Romania, and tries to get him into the movies.","['English', 'Romanian']",1998-04-10,My Giant,5.0,['USA']
44948,1998,136,tt0124718,A basketball player's father must try to convince him to go to a college so he can get a shorter sentence.,['English'],1998-05-01,He Got Game,6.9,['USA']
10601,1998,114,tt0119196,"A lawyer uses his power to help his lover put her father behind bars, but when he escapes, they are all in danger.",['English'],1998-01-23,The Gingerbread Man,5.7,['USA']
28856,1997,103,tt0118819,"After leaving jail, Víctor is still in love with Elena, but she's married to the former cop -now basketball player- who became paralysed by a shot from Víctor's gun...","['Spanish', 'Italian', 'Bulgarian']",1998-01-16,Live Flesh,7.4,"['Spain', 'France']"
13913,1998,116,tt0120906,The world's greatest detective Daryl Zero aided by his associate Steve Arlo investigates a complex and mysterious case of blackmail and missing keys for shady tycoon Gregory Stark who is less than forthcoming about what is really happening!,['English'],1998-01-30,Zero Effect,6.9,['USA']
20164,1997,89,tt0118755,A secret family of four-inch people living inside the walls of a house must save their home from an evil real estate developer.,['English'],1998-02-13,The Borrowers,5.9,"['UK', 'USA']"
5232,1998,94,tt0120725,An anthropologist creates a fictitious lost New Guinea tribe using his family members to cover-up for his mis-use of grant moneys.,['English'],1998-02-27,Krippendorf's Tribe,5.0,['USA']
6922,1998,95,tt0138563,A documentary on the life of Kurt Cobain and his relationship with Courtney Love.,['English'],1998-02-27,Kurt & Courtney,6.1,['UK']
3882,1997,105,tt0119987,"Joe and Mary live in Manhattan. She's the breadwinner, working as makeup artist. He's a wannabe actor working as waiter. When a friend gets a soap part ($3600/wk), Joe lowers his standard.","['English', 'Italian']",1998-02-27,The Real Blonde,6.0,['USA']
25638,1997,88,tt0117786,"A Chinese chef accidentally gets involved with a news reporter who filmed a drug bust that went awry, and is now being chased by gangs who are trying to get the video tape.","['English', 'Cantonese', 'Mandarin']",1998-03-20,Mr. Nice Guy,6.2,['Hong Kong']
24681,1997,95,tt0120265,An Iranian man drives his truck in search of someone who will quietly bury him under a cherry tree after he commits suicide.,['Persian'],1997-11-26,Taste of Cherry,7.8,"['Iran', 'France']"
10490,1997,122,tt0119448,"Jacob Katadreuffe lives mute with his mother, has no contact with his father who only works against him and wants to become a lawyer, at all costs.","['Dutch', 'English', 'German', 'French']",1998-03-27,Character,7.7,"['Netherlands', 'Belgium']"
27673,1998,93,tt0120841,"An astronaut gets infected with alien DNA during the first mission on Mars and runs amok on earth. Preston and Laura team up with a peaceful, genetically re-engineered Sil to track the monster down.",['English'],1998-04-10,Species II,4.5,['USA']
7179,1998,100,tt0120742,"Major League: Back to the Minors. On this team they don't just throw screwballs, they put them in uniform!",['English'],1998-04-17,Major League: Back to the Minors,4.7,['USA']
28755,1998,91,tt0120609,"Socially anxious hitman Melvin Smiley, an expert in his lucrative field, goes on a job and falls in love with his kidnapping victim, turning his world upside down.",['English'],1998-04-24,The Big Hit,6.1,['USA']
2095,1998,83,tt0120856,Tarzan returns to his homeland of Africa to save his home from destruction.,"['English', 'Zulu']",1998-04-24,Tarzan and the Lost City,4.1,"['USA', 'Germany', 'Australia']"
2354,1998,97,tt0118925,"Four friends from the small Texas town of Dancer are graduating from high school and are planning to move to L.A. after graduation, taking the population of Dancer down to 77 from 81. All ...",['English'],1998-05-01,"Dancer, Texas Pop. 81",6.6,['USA']
38307,1998,134,tt0119683,"Valjean, a former criminal, has atoned for his past and now finds himself in the midst of the French Revolution, avoiding a law-obsessed policeman hell-bent on capturing him.",['English'],1998-05-01,Les Misérables,7.5,"['UK', 'Germany', 'USA']"
4613,1997,96,tt0118866,"The relationship between four female temps all working for the same credit company is threatened with the arrival of a new hire, who lands a permanent position one of the women was vying for.",['English'],1998-05-15,Clockwatchers,6.5,"['UK', 'USA']"
166534,1998,120,tt0120647,"A comet is discovered to be on a collision course with Earth. As doomsday nears, the human race prepares for the worst.","['English', 'Russian']",1998-05-08,Deep Impact,6.2,['USA']
15292,1998,86,tt0120800,"An adventurous girl, a young blind hermit, and a goofy two-headed dragon race to find the lost sword Excalibur to save King Arthur and Camelot from disaster.",['English'],1998-05-15,Quest for Camelot,6.3,['USA']
185313,1998,139,tt0120685,"A giant, reptilian monster surfaces, leaving destruction in its wake as it strides into New York City. To stop it, an earthworm scientist, his reporter ex-girlfriend, and other unlikely heroes team up to save their city.","['English', 'French', 'Japanese', 'Russian', 'Spanish']",1998-05-20,Godzilla,5.4,"['Japan', 'USA']"
24857,1998,108,tt0118798,A suicidally disillusioned liberal politician puts a contract out on himself and takes the opportunity to be bluntly honest with his voters by affecting the rhythms and speech of hip-hop music and culture.,['English'],1998-05-22,Bulworth,6.8,['USA']
262225,1998,118,tt0120669,An oddball journalist and his psychopathic lawyer travel to Las Vegas for a series of psychedelic escapades.,['English'],1998-05-22,Fear and Loathing in Las Vegas,7.6,['USA']
20171,1997,105,tt0120777,"A 16-year-old girl visits her gay half-brother and ends up seducing his boyfriend, thus wreaking havoc on all of their lives.",['English'],1998-05-22,The Opposite of Sex,6.3,['USA']
15714,1998,90,tt0119053,Two bumbling explorers hope to beat Lewis & Clarke to the Pacific Ocean as they race across America's western frontier in the early 1800's.,['English'],1998-05-29,Almost Heroes,5.9,['USA']
24918,1998,114,tt0119313,"Birdee Calvert must choose between her morals and her heart after her husband divorces her and a charming young man, who her daughter disapproves of, comes back into her life.",['English'],1998-05-29,Hope Floats,6.1,['USA']
13362,1997,96,tt0119375,"In a Norwegian city with a 24-hour daylight cycle a Swedish murder investigator has been brought in on a special case. Sleep deprived, he makes a horrible mistake which is discovered by the killer he has been hunting.","['Norwegian', 'Swedish']",1998-05-29,Insomnia,7.3,['Norway']
2900,1997,93,tt0120401,A female psychologist wants to understand the minds of a confessed serial killer who spent the last five years in a mental hospital because of his state.,['English'],1998-05-01,The Ugly,6.0,['New Zealand']
80472,1998,107,tt0120787,"A wealthy Wall Street speculator discovers that his wife has a lover. He investigates him and uses the carrot and stick to make him murder his wife. Planned to detail, it seems like a perfect murder.","['English', 'Arabic']",1998-06-05,A Perfect Murder,6.5,['USA']
4140,1996,109,tt0116692,Since the earliest days in her childhood Lara has had a difficult but important task. Both her parents are deaf-mute and Lara has to translate from sign-language to the spoken word and vice...,"['German', 'German Sign Language', 'English', 'Spanish']",1998-06-05,Beyond Silence,7.4,['Germany']
73460,1998,102,tt0120828,"Robin Monroe, a New York magazine editor, and the gruff pilot Quinn Harris must put aside their mutual dislike if they are to survive after crash landing on a deserted South Seas island.","['English', 'German']",1998-06-12,Six Days Seven Nights,5.8,['USA']
46652,1998,100,tt0127723,"A complete graduating class, consisting of beautiful girls, geeks and promising footballers, assemble at a rich classmate's residence for a party. Interesting developments follow at the get-together.",['English'],1998-06-12,Can't Hardly Wait,6.5,['USA']
9873,1998,101,tt0139362,A young female intern at a small magazine company and a drug-addicted lesbian photographer slowly fall in love while exploiting each other to advance their respective careers.,['English'],1998-06-12,High Art,6.6,['USA']
67027,1997,89,tt0118849,"After a boy loses his sister's pair of shoes, he goes on a series of adventures in order to find them. When he can't, he tries a new way to ""win"" a new pair.",['Persian'],1999-01-22,Children of Heaven,8.3,['Iran']
2623,1996,90,tt0116141,"Girl leads a lonely life until she meets the boy of her dreams. The boy, however, has a live-in girlfriend.",['English'],1996-04-18,Dream for an Insomniac,6.1,['USA']
6911,1997,137,tt0122529,"An introverted garbageman writes his thoughts in a notebook after Henry Fool, writer and ex-con, rents the basement and gives him a notebook and the idea. He writes poetry and Henry helps him along.",['English'],1998-06-19,Henry Fool,7.2,['USA']
2007,1997,103,tt0119717,"A writer becomes obsessed with his girlfriends former boyfriend, now a very successful novelist. To discover if the ex-boyfriend still has feeling for his old love, the writer joins the novelist's group therapy meetings.",['English'],1998-06-05,Mr. Jealousy,6.4,['USA']
260509,1998,88,tt0120762,"To save her father from death in the army, a young maiden secretly goes in his place and becomes one of China's greatest heroines in the process.","['English', 'Mandarin']",1998-06-19,Mulan,7.6,"['USA', 'China']"
101777,1998,121,tt0120902,Mulder and Scully must fight the government in a conspiracy and find the truth about an alien colonization of Earth.,"['English', 'Arabic']",1998-06-19,The X Files,7.1,['USA']
2024,1997,107,tt0126344,"Irish action comedy. An ex-con is forced into taking on a new task by a ruthless crime-boss, but finds he is hindered by the partner he has been teamed up with. However, he soon realizes they must work together if they are to survive.",['English'],1998-06-24,I Went Down,6.9,"['Ireland', 'UK', 'USA']"
92188,1998,85,tt0118998,A doctor discovers that he can communicate with animals.,['English'],1998-06-26,Doctor Dolittle,5.4,['USA']
87268,1998,123,tt0120780,"A career bank robber breaks out of jail, and shares a moment of mutual attraction with a U.S. Marshal he has kidnapped.","['English', 'Spanish']",1998-06-26,Out of Sight,7.0,['USA']
34254,1975,115,tt0073540,"During a rural summer picnic, a few students and a teacher from an Australian girls' school vanish without a trace. Their absence frustrates and haunts the people left behind.","['English', 'French']",1979-02-02,Picnic at Hanging Rock,7.5,['Australia']
9784,1998,89,tt0120321,"Arnold rescued Thomas from a fire when he was a child. Thomas thinks of Arnold as a hero, while Arnold's son Victor resents his father's alcoholism, violence and abandonment of his family.",['English'],1998-11-27,Smoke Signals,7.1,['USA']
48578,1998,110,tt0118789,"After being released from prison, Billy is set to visit his parents with his wife, whom he does not actually have. This provokes Billy to act out, as he kidnaps a girl and forces her to act as his wife for the visit.",['English'],1998-06-26,Buffalo '66,7.5,"['USA', 'Canada']"
398985,1998,151,tt0120591,"After discovering that an asteroid the size of Texas is going to impact Earth in less than a month, NASA recruits a misfit team of deep-core drillers to save the planet.","['English', 'Russian', 'Indonesian']",1998-07-01,Armageddon,6.7,['USA']
154746,1998,127,tt0122151,"With personal crises and age weighing in on them, LAPD officers Riggs and Murtaugh must contend with deadly Chinese triads that are trying to free their former leaders out of prison and onto American soil.","['English', 'Cantonese', 'Mandarin']",1998-07-10,Lethal Weapon 4,6.7,['USA']
6912,1998,88,tt0123987,"Horrified at the prospect of her beloved school being sold, a young French girl uses her wit and craftiness to attempt to save it, making an unlikely new friend in the process.","['English', 'French', 'Spanish']",1998-07-10,Madeline,6.0,"['France', 'USA']"
92443,1998,110,tt0122718,"When missile technology is used to enhance toy action figures, the toys soon begin to take their battle programming too seriously.",['English'],1998-07-10,Small Soldiers,6.2,['USA']
171274,1998,84,tt0138704,A paranoid mathematician searches for a key number that will unlock the universal patterns found in nature.,"['English', 'Hebrew']",1998-07-10,Pi,7.4,['USA']
964,1998,112,tt0140688,"A teen faces her impending adulthood in the carefree sex and drug revolution years of the early 80's prior to fears of AIDS. She lives with her bitter, divorced mother and her sadistic kid ...","['French', 'English']",1998-07-10,Whatever,6.4,"['France', 'USA']"
293702,1998,119,tt0129387,"A man gets a chance to meet up with his dream girl from high school, even though his date with her back then was a complete disaster.",['English'],1998-07-15,There's Something About Mary,7.1,['USA']
36526,1957,79,tt0052077,"Evil aliens attack Earth and set their terrible ""Plan 9"" into action. As the aliens resurrect the dead of the Earth, the lives of the living are in danger.",['English'],1959-07-22,Plan 9 from Outer Space,4.0,['USA']
6625,1929,100,tt0019729,"A pair of sisters from the vaudeville circuit try to make it big time on Broadway, but matters of the heart complicate the attempt.",['English'],1929-06-06,The Broadway Melody,5.7,['USA']
